,Title,Summary,DOI,Categories,Publish Time,Authors
88,Non(c)esuch Ballot-Level Risk-Limiting Audits for Precinct-Count Voting Systems,"Risk-limiting audits (RLAs) guarantee a high probability of correcting
incorrect reported outcomes before the outcomes are certified. The most
efficient use ballot-level comparison, comparing the voting system's
interpretation of individual ballot cards sampled at random (cast-vote records,
CVRs) from a trustworthy paper trail to a human interpretation of the same
cards. Such comparisons require the voting system to create and export CVRs in
a way that can be linked to the individual ballots the CVRs purport to
represent. Such links can be created by keeping the ballots in the order in
which they are scanned or by printing a unique serial number on each ballot.
But for precinct-count systems (PCOS), these strategies may compromise vote
anonymity: the order in which ballots are cast may identify the voters who cast
them. Printing a unique pseudo-random number (""cryptographic nonce"") on each
ballot card after the voter last touches it could reduce such privacy risks.
But what if the system does not in fact print a unique number on each ballot or
does not accurately report the numbers it printed? This paper gives two ways to
conduct an RLA so that even if the system does not print a genuine nonce on
each ballot or misreports the nonces it used, the audit's risk limit is not
compromised (however, the anonymity of votes might be compromised). One method
allows untrusted technology to be used to imprint and to retrieve ballot cards.
The method is adaptive: if the technology behaves properly, this protection
does not increase the audit workload. But if the imprinting or retrieval system
misbehaves, the sample size the RLA requires to confirm the reported results
when the results are correct is generally larger than if the imprinting and
retrieval were accurate.",2207.01362v1,"['cs.CR', 'stat.AP']",2022-07-04 12:35:42+00:00,[arxiv.Result.Author('Philip B. Stark')]
89,Sets of Half-Average Nulls Generate Risk-Limiting Audits: SHANGRLA,"Risk-limiting audits (RLAs) for many social choice functions can be reduced
to testing sets of null hypotheses of the form ""the average of this list is not
greater than 1/2"" for a collection of finite lists of nonnegative numbers. Such
social choice functions include majority, super-majority, plurality,
multi-winner plurality, Instant Runoff Voting (IRV), Borda count, approval
voting, and STAR-Voting, among others. The audit stops without a full hand
count iff all the null hypotheses are rejected. The nulls can be tested in many
ways. Ballot-polling is particularly simple; two new ballot-polling
risk-measuring functions for sampling without replacement are given.
Ballot-level comparison audits transform each null into an equivalent assertion
that the mean of re-scaled tabulation errors is not greater than 1/2. In turn,
that null can then be tested using the same statistical methods used for ballot
polling---but applied to different finite lists of nonnegative numbers.
SHANGRLA comparison audits are more efficient than previous comparison audits
for two reasons: (i) for most social choice functions, the conditions tested
are both necessary and sufficient for the reported outcome to be correct, while
previous methods tested conditions that were sufficient but not necessary, and
(ii) the tests avoid a conservative approximation. The SHANGRLA abstraction
simplifies stratified audits, including audits that combine ballot polling with
ballot-level comparisons, producing sharper audits than the ""SUITE"" approach.
SHANGRLA works with the ""phantoms to evil zombies"" strategy to treat missing
ballot cards and missing or redacted cast vote records. That also facilitates
sampling from ""ballot-style manifests,"" which can dramatically improve
efficiency when the audited contests do not appear on every ballot card.
Open-source software implementing SHANGRLA ballot-level comparison audits is
available.",1911.10035v4,"['stat.AP', 'cs.CR']",2019-11-22 13:32:46+00:00,[arxiv.Result.Author('Philip B. Stark')]
90,Physical Cryptographic Signatures for Absentee Ballots,"Physical signature verification on absentee ballots became a major flashpoint
in the 2018 midterm elections in the United States, especially in states like
Georgia, Florida, and Arizona, where close election margins resulted in
heightened attention to the counting of absentee ballots. As vote-by-mail
solutions are becoming more prevalent across the U.S., these issues are sure to
continue affecting elections in the United States. Signature verification is an
inexact science; often times guidelines can vary widely from jurisdiction to
jurisdiction. In this paper we provide a cryptographic remedy to this solution
that is usable, secure, and easily integrated into existing election
infrastructure.",1812.09423v1,['cs.CR'],2018-12-22 00:43:31+00:00,[arxiv.Result.Author('Matthew Bernhard')]
91,Identifying Possible Winners in Ranked Choice Voting Elections with Outstanding Ballots,"Several election districts in the US have recently moved to ranked-choice
voting (RCV) to decide the results of local elections. RCV allows voters to
rank their choices, and the results are computed in rounds, eliminating one
candidate at a time. RCV ensures fairer elections and has been shown to
increase elected representation of women and people of color. A main drawback
of RCV is that the round-by-round process requires all the ballots to be
tallied before the results of an election can be calculated. With increasingly
large portions of ballots coming from absentee voters, RCV election outcomes
are not always apparent on election night, and can take several weeks to be
published, leading to a loss of trust in the electoral process from the public.
In this paper, we present an algorithm for efficiently computing possible
winners of RCV elections from partially known ballots and evaluate it on data
from the recent New York City Primary elections. We show that our techniques
allow to significantly narrow down the field of possible election winners, and
in some case identify the winner as soon as election night despite a number of
yet-unaccounted absentee ballots, providing more transparency in the electoral
process.",2206.12741v1,['cs.CY'],2022-06-25 22:08:15+00:00,"[arxiv.Result.Author('Alborz Jelvani'), arxiv.Result.Author('Amélie Marian')]"
92,A Deep Reinforcement Learning Approach for the Meal Delivery Problem,"We consider a meal delivery service fulfilling dynamic customer requests
given a set of couriers over the course of a day. A courier's duty is to
pick-up an order from a restaurant and deliver it to a customer. We model this
service as a Markov decision process and use deep reinforcement learning as the
solution approach. We experiment with the resulting policies on synthetic and
real-world datasets and compare those with the baseline policies. We also
examine the courier utilization for different numbers of couriers. In our
analysis, we specifically focus on the impact of the limited available
resources in the meal delivery problem. Furthermore, we investigate the effect
of intelligent order rejection and re-positioning of the couriers. Our
numerical experiments show that, by incorporating the geographical locations of
the restaurants, customers, and the depot, our model significantly improves the
overall service quality as characterized by the expected total reward and the
delivery times. Our results present valuable insights on both the courier
assignment process and the optimal number of couriers for different order
frequencies on a given day. The proposed model also shows a robust performance
under a variety of scenarios for real-world implementation.",2104.12000v2,"['cs.LG', 'cs.AI', 'math.OC']",2021-04-24 19:01:59+00:00,"[arxiv.Result.Author('Hadi Jahanshahi'), arxiv.Result.Author('Aysun Bozanta'), arxiv.Result.Author('Mucahit Cevik'), arxiv.Result.Author('Eray Mert Kavuk'), arxiv.Result.Author('Ayşe Tosun'), arxiv.Result.Author('Sibel B. Sonuc'), arxiv.Result.Author('Bilgin Kosucu'), arxiv.Result.Author('Ayşe Başar')]"
93,The design of courier transportation networks with a nonlinear zero-one programming model,"The courier industry is one of the most essential parts of the modern
logistics. Meanwhile, the courier transportation network is one of the most
important infrastructures of courier enterprises to take participate into
operation. This paper presents a combinatorial optimization model for the
courier transportation network design problem, and the aim of network
optimization is to determine the transportation organization mode for each
courier flow. A nonlinear zero-one integer programming model is formulated to
describe the problem, the objective function of the model is intended to
minimize the total cost including the accumulation cost, the transportation
cost and the transfer cost. Also, we take transportation modes and types of
transport carriers into account in the objective function. The constraints of
the combinatorial optimization model contain capacities of transfer and sorting
centers and delivery dates predefined.",1805.00836v1,['math.OC'],2018-05-02 14:15:02+00:00,[arxiv.Result.Author('Boliang Lin')]
94,On Covering a Solid Sphere with Concentric Spheres in ${\mathbb Z}^3$,"We show that a digital sphere, constructed by the circular sweep of a digital
semicircle (generatrix) around its diameter, consists of some holes
(absentee-voxels), which appear on its spherical surface of revolution. This
incompleteness calls for a proper characterization of the absentee-voxels whose
restoration will yield a complete spherical surface without any holes. In this
paper, we present a characterization of such absentee-voxels using certain
techniques of digital geometry and show that their count varies quadratically
with the radius of the semicircular generatrix. Next, we design an algorithm to
fill these absentee-voxels so as to generate a spherical surface of revolution,
which is more realistic from the viewpoint of visual perception. We further
show that covering a solid sphere by a set of complete spheres also results in
an asymptotically larger count of absentees, which is cubic in the radius of
the sphere. The characterization and generation of complete solid spheres
without any holes can also be accomplished in a similar fashion. We furnish
test results to substantiate our theoretical findings.",1411.1395v1,"['cs.CG', 'cs.DM']",2014-10-23 05:05:23+00:00,"[arxiv.Result.Author('Sahadev Bera'), arxiv.Result.Author('Partha Bhowmick'), arxiv.Result.Author('Bhargab B. Bhattacharya')]"
95,Limiting Risk by Turning Manifest Phantoms into Evil Zombies,"Drawing a random sample of ballots to conduct a risk-limiting audit generally
requires knowing how the ballots cast in an election are organized into groups,
for instance, how many containers of ballots there are in all and how many
ballots are in each container. A list of the ballot group identifiers along
with number of ballots in each group is called a ballot manifest. What if the
ballot manifest is not accurate? Surprisingly, even if ballots are known to be
missing from the manifest, it is not necessary to make worst-case assumptions
about those ballots--for instance, to adjust the margin by the number of
missing ballots--to ensure that the audit remains conservative. Rather, it
suffices to make worst-case assumptions about the individual randomly selected
ballots that the audit cannot find. This observation provides a simple
modification to some risk-limiting audit procedures that makes them
automatically become more conservative if the ballot manifest has errors. The
modification--phantoms to evil zombies (~2EZ)--requires only an upper bound on
the total number of ballots cast. ~2EZ makes the audit P-value stochastically
larger than it would be had the manifest been accurate, automatically requiring
more than enough ballots to be audited to offset the manifest errors. This
ensures that the true risk limit remains smaller than the nominal risk limit.
On the other hand, if the manifest is in fact accurate and the upper bound on
the total number of ballots equals the total according to the manifest, ~2EZ
has no effect at all on the number of ballots audited nor on the true risk
limit.",1207.3413v1,['stat.AP'],2012-07-14 11:26:02+00:00,"[arxiv.Result.Author('Jorge H. Banuelos'), arxiv.Result.Author('Philip B. Stark')]"
96,A Complete Enumeration of Ballot Permutations Avoiding Sets of Small Patterns,"Permutations whose prefixes contain at least as many ascents as descents are
called ballot permutations. Lin, Wang, and Zhao have previously enumerated
ballot permutations avoiding small patterns and have proposed the problem of
enumerating ballot permutations avoiding a pair of permutations of length $3$.
We completely enumerate ballot permutations avoiding two patterns of length $3$
and we relate these avoidance classes with their respective recurrence
relations and formulas, which leads to an interesting bijection between ballot
permutations avoiding $132$ and $312$ with left factors of Dyck paths. In
addition, we also conclude the Wilf-classification of ballot permutations
avoiding sets of two patterns of length $3$, and we then extend our results to
completely enumerate ballot permutations avoiding three patterns of length $3$.",2209.06087v1,"['math.CO', '05A05']",2022-09-13 15:37:45+00:00,[arxiv.Result.Author('Nathan Sun')]
97,Can Voters Detect Errors on Their Printed Ballots? Absolutely,"There is still debate on whether voters can detect malicious changes in their
printed ballot after making their selections on a Ballot Marking Device (BMD).
In this study, we altered votes on a voter's ballot after they had made their
selections on a BMD. We then required them to examine their ballots for any
changes from the slate they used to vote. Overall accuracy was exceptionally
high. Participants saw 1440 total contests, and of those 1440, there were a
total of 4 errors, so total accuracy was 99.8%. Participants were able to
perform with near-perfect accuracy regardless of ballot length, ballot type,
number of altered races, and location of altered races. Detection performance
was extremely robust. We conclude that with proper direction and resources,
voters can be near-perfect detectors of ballot changes on printed paper ballots
after voting with a BMD. This finding has significant implications for the
voting community as BMD use continues to grow. Research should now focus on
identifying administrative and behavioral methods that will prompt and
encourage voters to check their BMD-generated ballots before they drop them in
the ballot box.",2204.09780v1,"['cs.HC', 'cs.CR', 'H.1.2; J.4']",2022-04-20 20:40:32+00:00,"[arxiv.Result.Author('Philip Kortum'), arxiv.Result.Author('Michael D. Byrne'), arxiv.Result.Author('Chidera O. Azubike'), arxiv.Result.Author('Laura E. Roty')]"
98,On the Bee-Identification Error Exponent with Absentee Bees,"The ""bee-identification problem"" was formally defined by Tandon, Tan and
Varshney [IEEE Trans. Commun. (2019) [Online early access]], and the error
exponent was studied. This work extends the results for the ""absentee bees""
scenario, where a small fraction of the bees are absent in the beehive image
used for identification. For this setting, we present an exact characterization
of the bee-identification error exponent, and show that independent barcode
decoding is optimal, i.e., joint decoding of the bee barcodes does not result
in a better error exponent relative to independent decoding of each noisy
barcode. This is in contrast to the result without absentee bees, where joint
barcode decoding results in a significantly higher error exponent than
independent barcode decoding. We also define and characterize the ""capacity""
for the bee-identification problem with absentee bees, and prove the strong
converse for the same.",1910.10333v1,"['cs.IT', 'math.IT']",2019-10-23 03:57:35+00:00,"[arxiv.Result.Author('Anshoo Tandon'), arxiv.Result.Author('Vincent Y. F. Tan'), arxiv.Result.Author('Lav R. Varshney')]"
99,Nurse Staffing under Absenteeism: A Distributionally Robust Optimization Approach,"We study the nurse staffing problem under random nurse demand and
absenteeism. While the demand uncertainty is exogenous (stemming from the
random patient census), the absenteeism uncertainty is \emph{endogenous}, i.e.,
the number of nurses who show up for work partially depends on the nurse
staffing level. For quality of care, many hospitals have developed float pools,
i.e., groups of hospital units, and trained nurses to be able to work in
multiple units (termed cross-training) in response to potential nurse shortage.
In this paper, we propose a distributionally robust nurse staffing (DRNS) model
that considers both exogenous and endogenous uncertainties. We derive a
separation algorithm to solve this model under a general structure of float
pools. In addition, we identify several pool structures that often arise in
practice and recast the corresponding DRNS model as a mixed-integer linear
program, which facilitates off-the-shelf commercial solvers. Furthermore, we
optimize the float pool design to reduce cross-training while achieving
specified target staffing costs. The numerical case studies, based on the data
of a collaborating hospital, suggest that the units with high absenteeism
probability should be pooled together.",1909.09875v2,['math.OC'],2019-09-21 19:15:54+00:00,"[arxiv.Result.Author('Minseok Ryu'), arxiv.Result.Author('Ruiwei Jiang')]"
